dex,class,script_hash
VyFi,VyFiCPPState,b84d7f71e9f44fd9d86368aebd7638e55059eaca5932f66e04ae3470
VyFi,VyFiCPPState,0dbc44e4790a5538b4f5787cef3dd768114b8bb0e34462e6909262fb
VyFi,VyFiCPPState,b5708350056c00edd49313d309b59171ce7b5761c1862d3120a7fcd2
VyFi,VyFiCPPState,c0d74f20370bf311a38aa40bafac414275e5709c24b5c79eab3fd4ca
VyFi,VyFiCPPState,c7666bf735ecea6d68571d72c8bba5bfbd560ad84b199af3701f1d2e
VyFi,VyFiCPPState,f60606f8853c7e3af21f5992ba02e007d034625a90c445a87ed0c3a4
VyFi,VyFiCPPState,acf4708b846bdeb02909bb56c8c3c37787ec602d273bb038d0764174
VyFi,VyFiCPPState,df83deb502d79a8a91f47de9cdb12e825b717d4aa9ccf854ea52ee1f
VyFi,VyFiCPPState,5488b88d49fab1c8c9884c872453575e0025db09d4437c414330bc74
VyFi,VyFiCPPState,3925a354791ab21528c4e57b55da0bae5cbfbed1b3da9b9b8e2bdce7
VyFi,VyFiCPPState,1b5d5915c6c27dad8c2ac4edcecd3d25f5a0e7f5a24153596de1e32d
VyFi,VyFiCPPState,b48bcdf8dafaa65ab3cc3fc600bedc6ae1d3995a182f8b1b456036f2
VyFi,VyFiCPPState,a77dce5461ae01b12dd434df9ff6d16a8c0d6d0177898310475a3756
VyFi,VyFiCPPState,5cfff4b8aaad9e0abfc754b747d31f92708945f762f725f6cf0f4b76
VyFi,VyFiCPPState,da6612e23b36a1135a858d6da6bfd371b90f3507897f24c9f2a65ed6
VyFi,VyFiCPPState,367b156bf14c7a012fea7b9059c9dfb8095ccbd4026221ba754edfaf
VyFi,VyFiCPPState,e09c446dcd50f2c4c91bd7fdd9bbc52e27fabd643c2f898f21a03614
VyFi,VyFiCPPState,b1cb69ff42df1388512fd2232d009e1c8ab5bb4ce3fb1d75589e64fc
VyFi,VyFiCPPState,730d04da38ffb7756072340338098c04413e75fedfb5669289e7c7bf
VyFi,VyFiCPPState,4e83c04d7bd449c578ceea53c6458c34c099c953a55222a38d19b1ec
VyFi,VyFiCPPState,f72a04818a47f1508cf96707202600e7c6a9d4b407420d5730cebd49
VyFi,VyFiCPPState,43fd4f096f311368b8f11d55483beebfa00adcef36d35d160b9aa439
VyFi,VyFiCPPState,751ef4db3875b449092ea3c0c0803717a545221b86a6090659ade42d
